детекторы,"класс прибора{22};степень защиты от пыли влаги{10};шкала точного поиска{16};габариты прибора (ДхШхВ){20};обнаруживаемые материалы{1};звуковой сигнал при обнаружении объекта{13};max глубина обнаружения (электропроводка){4};подсветки дисплея{18};относительная влажность воздуха{8};max глубина обнаружения (древесина){5};автоматика отключения при простое{11};вес прибора{21};max глубина обнаружения (чёрные металлы){2};автоматическая калибровка{15};диапазон рабочих температур{6};индикатор заряда батареи{19};защита от пыли влаги{9};отключение звукового сигнала{14};время отключения при простое{12};питание{0};чехол в комплекте{23};max глубина обнаружения (цветные металлы){3};индикатор центра объекта{17};диапазон температур хранения{7}"
"угломеры, уклономеры, уровни","точность нивелирования лазера{14};размеры прибора (ДxШxВ){28};длина волны лазерного излучения{17};чехол в комплекте{31};диаметр резьбы под штатив{27};диапазон измерений{4};точность измерения уклона в диапазоне 1° - 89° (электроника){7};встроенные в корпус магниты{20};диапазон рабочих температур{22};встроенный лазер{11};время отключения при простое{25};кол-во лазерных лучей{15};вес прибора{29};мощность лазерного излучения{18};тип прибора{0};удлинительная линейка в комплекте{32};дальность действия лазера{13};точность измерения угла (электроника){5};встроенные жидкостные капсулы{8};отверстия для захвата{21};диапазон температур хранения{23};питание лазера{12};длина уровня{1};класс лазера{16};класс прибора{30};возможность установки на штатив{26};питание прибора{3};точность измерения уклона в диапазоне 0°/90° (электроника){6};материал корпуса{19};погрешность (пузырьковый уровень){10};кол-во жидкостных капсул{9};длина шланга{2};автоматика отключения при простое{24}"
рулетки,"чехол в комплекте{20};точность электронных показаний{10};механизм сматывания{0};объём памяти{13};стопор ленты{8};диапазон рабочих температур{17};материал корпуса{5};источник питания{16};класс прибора{19};тип дисплея{11};защитное покрытие ленты{4};автоматика отключения при простое{14};электронный счетчик показаний{9};диапазон температур хранения{18};вес прибора{6};длина ленты{1};ширина ленты{2};функция памяти{12};магнитный зацеп{7};время отключения при простое{15};материал ленты{3}"
пирометры,"оптическое разрешение{17};диапазон измерения (t° окружающей среды){6};время отключения при простое{20};диапазон измерения (отн.влажность воздуха){9};размеры прибора (ДxШxВ){23};обнаружение \"тепловых мостов\"{12};чехол в комплекте{26};время работы на одном заряде{1};длина волны лазерного излучения{15};точность измерения (t° поверхности){4};подсветка дисплея{18};точность измерения (t° окружающей среды){7};диапазон рабочих температур{21};точность измерения (отн.влажность воздуха){10};вес прибора{24};тип прицела{13};измерение t° поверхности{2};мощность лазерного излучения{16};измерение t° окружающей среды{5};автоматика отключения при простое{19};измерение отн. влажность воздуха{8};диапазон температур хранения{22};расчет точки росы{11};класс прибора{25};питание{0};класс лазера{14};диапазон измерения (t° поверхности){3}"
курвиметры,"колесная база{6};питание{1};материал колеса{9};диапазон рабочих температур{20};подсветка дисплея{2};вес прибора{14};max значение измерения{4};функция \"пауза\"{17};диаметр колеса{7};автоматика отключения при простое{18};колесный тормоз{10};диапазон температур хранения{21};материал штанги{12};cчетчик{0};функция памяти{15};минимальный отсчет{5};чехол в комплекте{22};длина окружности колеса{8};время отключения при простое{19};конструкция штанги{11};материал рукоятки{13};размерность{3};объём памяти{16}"
металлоискатели,"защита поискового стержня от пыли и влаги{10};вес прибора{13};регулировка чувствительности датчика{6};питание{0};индикатор силовых кабелей{9};ЖК-дисплей{5};степень защиты поискового стержня{11};чехол/сумка в комплекте{14};регулировка громкости сигнала{7};время работы на одном заряде{1};диапазон рабочих температур{4};защита дисплея от пыли и влаги{12};кейс в комплекте{15};max глубина поиска{2};функция подавления помех{8};длина поискового стержня{3}"
теодолиты,"подсветка дисплея{22};чувствительность цилиндрического уровня{18};диаметр объектива{4};диаметр резьбы под штатив{25};кейс в комплекте{32};разрешающая способность{7};диапазон рабочих температур{28};точность угловых измерений{10};вес прибора{31};точность компенсации{13};угол поля зрения оптического центрира{16};длина зрительной трубы{2};панель управления{23};чувствительность круглого уровня{19};изображение{5};защита от пыли влаги{26};штатив в комплекте{34};min фокусное расстояние{8};класс прибора{29};компенсатор{11};оптический центрир{14};тип прибора{0};дисплей{21};диапазон фокусировки оптического центрира{17};увеличение зрительной трубы{3};возможность установки на штатив{24};горизонтальный лимб{20};угол поля зрения{6};степень защиты от пыли влаги{27};метод угловых измерений{9};размеры прибора (ДхШхВ){30};диапазон компенсации{12};увеличение оптического центрира{15};питание{1}"
видеоскопы,"диаметр головки камеры{5};время отключения при простое{12};диапазон рабочих температур{13};число уровней LED освещения{7};питание{0};размеры прибора (ДхШхВ){17};время работы на одном заряде{3};кейс в комплекте{20};глубина резкости объектива камеры{6};диапазон температур хранения (без аккум.){14};формат видеовыхода{10};напряжение{1};класс прибора{18};min радиус изгиба кабеля камеры{4};автоматика отключения при простое{11};диагональ дисплея{8};относительная влажность воздуха{15};разрешение дисплея{9};вес прибора{16};ёмкость аккумулятора{2};источник питания в комплекте{19}"
трубные,"диапазон поперечного отклонения влево/вправо{13};продолжительность работы (от аккум.){2};защита от пыли влаги{17};точность измерений{5};класс прибора{22};мощность лазерного излучения{8};кейс в комплекте{23};диапазон наклона вниз/вверх{11};зарядное уст-во в комплекте{26};диапазон самонивелирования (по продольной оси){14};время самонивелирования{16};питание{0};степень защиты от пыли влаги{18};класс лазера{6};размеры прибора (ДхШхВ){20};цвет лазерного луча{9};пульт ДУ в комплекте{24};автоматическое поперечное отклонение{12};продолжительность работы (от батареек){1};диапазон самонивелирования (по поперечной оси){15};время зарядки аккумулятора{3};рабочий диапазон{4};диапазон рабочих температур{19};длина волны лазерного излучения{7};вес прибора{21};автоматическая настройка наклона{10};источник питания в комплекте{25}"
"лазерные приёмники","степень защиты от пыли влаги{18};питание{11};продолжительность работы{12};принимаемая длина волны{5};автоматика отключения при простое{13};точность измерения (\"точная\" настройка){8};точность измерения (\"средняя\" настройка){9};диапазон температур хранения{16};размеры (ДхШхВ){19};max рабочий диапазон (радиус){2};назначение{0};принимаемая скорость вращения{6};время отключения при простое{14};точность измерения (\"грубая\" настройка){10};защита от пыли влаги{17};вес{20};угол приема{4};совместимость{1};ступени точности измерения{7};высота зоны приёма{3};диапазон рабочих температур{15}"
штативы,"регулировка рабочей высоты{1};резьба под штатив{6};тип фиксации ножек{4};min рабочая высота{2};вес{8};телескопическая стойка{5};материал ножек{0};max рабочая высота{3};класс{9};тип штативной головки{7}"
"нивелирные рейки","единицы измерения{5};геодезическая Е-шкала{6};материал{0};min длина{3};пузырьковый уровень{7};телескопическая конструкция{1};max длина{4};вес{8};кол-во секций{2}"
штанги,"min рабочая высота{2};резьба крепления прибора{3};телескопическая конструкция{0};материал штанги{4};max рабочая высота{1};вес{5}"
вехи,"телескопическая конструкция{3};соединение с резьбой{9};материал{1};шкала измерений{2};внешний диаметр вверху{8};min рабочая высота{5};резьба крепления{10};кол-во секций{4};заостренный нижний конец{12};назначение{0};max рабочая высота{6};пузырьковый уровень{11};вес{13};внешний диаметр внизу{7}"
"биподы, триподы","материал{1};вес{6};min диаметр вех{2};max диаметр вех{3};тип подставки{0};тип фиксации ножек{5};регулировка ножек по высоте{4}"
"отражатели, призмы","диаметр резьбы{9};материал визирной марки{13};материал держателя{10};тип приспособления{0};цвет корпуса призмы{14};наличие держателя{6};наличие сумки/чехла{18};наличие визирной марки{11};постоянная призмы{3};угловая точность призмы{4};тип отражателя{1};материал корпуса призмы{15};тип крепления{8};цвет визирной марки{12};диаметр призмы{5};возможность крепления держателя{7};количество призм на отражателе{2};наличие вехи{16}"
газовые,"регулировка пламени{11};тип топлива{0};температура горячего воздуха{9};max время горения пламени{4};время разогрева (насадка){7};материал корпуса{12};воспламенение{2};температура рабочей насадки{10};вес паяльника{14};насадки в комплекте{5};расход топлива{3};кейс/футляр в комплекте{13};температура пламени{8};объём топливной ёмкости{1};время разогрева (открытый огонь){6}"
"паяльные лампы","регулятор уровня пламени{14};топливо{3};тип газового баллона{1};объем емкости для топлива{6};размер{18};время разогрева (жало паяльника){9};температура (жало паяльника){12};вес{16};пъезоподжиг{4};газовый баллон в комплекте{2};расход топлива{7};температура (открытое пламя){10};время охлаждения{13};тип паяльной лампы{0};тип пламени{5};материал корпуса{15};max время горения пламени{8};температура (горячий воздух){11}"
измельчители,"тип измельчаемого материала{0};мощность{9};вес{20};max диаметр измельчаемых веток{13};тип аккумулятора{4};ёмкость для отходов{17};ёмкость аккумулятора{5};функция реверса{16};кол-во механических скоростей{10};режущая система{1};тип двигателя{2};max пропускная способность{14};напряжение{7};объём ёмкости{18};время зарядки аккумулятора{6};система автозатягивания{15};скорость холостого хода{11};крутящий момент{12};питание электродвигателя{3};уровень шума{19};частота питающей сети{8}"
битум,"массовая доля парафина{10};марка{0};назначение{1};растяжимость при 25°С{5};примечание{18};t вспышки{8};хранение{13};индекс пенетрации{11};глубина проникания иглы 25°С{2};упаковка (масса){14};растворимость{6};массовая доля воды{9};t хрупкости{4};водонасыщенность{12};t размягчения по кольцу и шару при 25°С{3};упаковка (объем){15};изменение массы после прогрева{7};доп. данные{16}"
мастики,"доп. данные{22};температуроустойчивость{10};на стержне d{14};упаковка (объем){21};диапазон t применения{9};t каплепадения{4};теплостойкость{3};назначение{2};гибкость при t{13};растворимость{18};глубина проникания иглы при 25°С{7};примечание{23};водонасыщение{11};марка{1};усадка{16};содержание воды{15};t размягчения{5};хранение{19};упаковка (масса){20};растяжимость при 25°С{8};t вспышки{12};t размягчения по КиШ{6};морозостойкость{17}"
цемент,"упаковка (масса){10};упаковка (объем){11};плотность{5};констистенция{1};морозостойкость{8};доп. данные{12};примечание{13};время корректировки{7};цвет{2};хранение{9};время использования{6};расход{4};назначение{0};t при нанесении{3}"
краски,"упаковка (масса){11};упаковка (объем){12};время высыхания{9};расход (объем){3};t при нанесении{8};доп. данные{13};цвет{1};расход (масса){4};плотность{5};хранение{10};примечание{14};готовность к эксплуатации{7};назначение{0};степень блеска{2};устойчивость к осадкам{6}"
пропитки,"упаковка (объем){6};цвет{1};доп. данные{8};расход{2};примечание{9};t при нанесении{3};время высыхания{4};упаковка (масса){5};назначение{0};хранение{7}"
лаки,"время высыхания{6};упаковка (объем){11};расход (объем){4};цвет{1};готовность к эксплуатации{7};хранение{9};доп. данные{12};степень блеска{2};расход (масса){3};t при нанесении{8};упаковка (масса){10};примечание{13};назначение{0};плотность{5}"
магнитные,"назначение{1};кол-во оборотов{8};цвет торцевой планки{3};серия{9};межосевое расстояние{6};размеры (длина/ширина/толщина){4};доп. данные{10};кол-во точек запирания{7};материал{2};торцевая планка{5}"
лазури,"t при нанесении{8};упаковка (масса){11};примечание{14};расход (объем){3};устойчивость к осадкам{6};время высыхания{9};упаковка (объем){12};назначение{0};степень блеска{2};расход (масса){4};готовность к эксплуатации{7};хранение{10};доп. данные{13};цвет{1};плотность{5}"
"декоративные покрытия","t нанесения{8};упаковка (масса){11};примечание{14};консистенция{1};расход (масса){5};min. t нанесения{9};упаковка (объем){12};расход (объем){4};цвет{2};время высыхания{7};хранение{10};доп. данные{13};назначение{0};степень блеска{3};плотность{6}"
эмали,"расход (объем){3};готовность к эксплуатации{6};хранение{9};доп. данные{12};назначение{0};расход (масса){4};t при нанесении{7};упаковка (масса){10};примечание{13};цвет{1};плотность{5};время высыхания{8};упаковка (объем){11};степень блеска{2}"
валики,"площадь покраски на одной заправке{2};съёмный ролик{5};резервуар для краски{0};система регулировки поступления краски к ролику{3};каплесборник{6};объём резервуара для краски{1};подвижная рабочая часть{4};вес{7}"
импульсные,"max температура нагрева жала{7};кейс в комплекте{12};система нагрева{0};потребляемая мощность{3};кол-во температурных режимов{5};встроенная подсветка{10};съемное жало{9};напряжение питания{1};время нагрева{8};min температура нагрева жала{6};материал корпуса{11};частота питающей сети{2};регулировка температуры нагрева жала{4}"
контактные,"время нагрева{6};материал рукоятки{9};система нагрева{1};потребляемая мощность{4};форма паяльного жала{7};вес паяльника{11};напряжение питания{2};температура нагрева{5};съемное паяльное жало{8};наличие подставки{10};тип нагрева{0};частота питающей сети{3}"
рожковые,"доп. комплектация набора{6};размер зева{2};вид{0};материал{3};кол-во в наборе{1};покрытие{4}"
накидные,"покрытие{4};доп. комплектация набора{6};размер зева{2};вид{0};кол-во в наборе{1};материал{3};трещотка{5}"
разрезные,"материал{3};покрытие{4};размер зева{2};вид{1}"
комбинированные,"материал{4};доп. комплектация набора{6};тип ключа{1};покрытие{5};размер зева{3};кол-во в наборе{2}"
"торцевые (баллонные)","размер головки(ок){4};покрытие{7};кол-во рабочих головок{2};тип ключа(ей){0};габаритные размеры ключа(ей){5};кол-во в наборе{8};профиль головки(ок){3};конфигурация ключа(ей){1};материал изготовления{6};доп. комплектация набора{9}"
разводные,"длина ключа{0};чехол на рукоятке{3};max расстояние между губками{1};материал чехла на рукоятке{5};материал изготовления ключа{2}"
"шестигранные (имбусовые)","габариты ключа (ДхШ){5};формфактор{2};материал изготовления{6};материал рукоятки{8};вид наконечника{3};кол-во ключей в наборе{1};рукоятка{7};тип{0};размер наконечника{4}"
"топоры, колуны","тип инструмента{0};прорезиненная рукоятка{3};материал рабочей части{1};общий вес{5};материал рукоятки{2};общая длина{4}"
зубила,"наличие протектора{8};наличие рукоятки{6};назначение{0};диаметр стержня{3};материал протектора{9};материал рукоятки{7};форма режущей кромки{1};длина общая{4};материал стержня{5};ширина режущей кромки{2}"
"пилы, ножовки, стусла","вид ножовки/пилы{1};твердость полотна по Роквеллу{7};тип стусла{14};назначение{2};доп. данные{18};материал полотна{6};углы распиливания стусла{17};закаленный зуб{5};материал рамы{11};тефлоновое покрытие полотна{8};длина полотна{3};материал стусла{15};материал рукоятки{12};складное полотно{9};тип рукоятки{13};тип инструмента{0};система крепления полотна{10};кол-во зубьев на дюйм (TPI){4};размеры стусла{16}"
кисти,"кол-во в наборе{1};длина щетины{4};материал бандажа{8};вид кисти{2};ширина кисти{5};материал рукоятки{9};тип{0};материал щетины{3};диаметр кисти{7};толщина кисти{6}"
"шпатели, гладилки","длина полотна гладилки{6};материал рукояти{9};тип инструмента{0};ширина полотна шпателя{4};размер зубьев{7};кол-во в наборе{1};вид шпателя/гладилки{2};ширина полотна гладилки{5};материал полотна{8};назначение{3}"
правила,"материал корпуса{2};встроенные жидкостные капсулы{3};длина{1};кол-во жидкостных капсул{4};отверстия для захвата{6};форма сечения профиля{0}"
стамески,"назначение{1};материал режущей части{4};доп. данные{8};форма режущей части{2};материал рукоятки{5};металлический боек{6};ширина режущей части{3};кол-во в комплекте{0};раскладная конструкция{7}"
"строительные ножи","возможность замены лезвия{3};длина ножа{7};доп. лезвия в комплекте{10};толщина лезвия{6};тип ножа{0};длина лезвия{4};материал лезвия{8};чехол в комплекте{11};тип лезвия{1};ширина лезвия{5};материал корпуса/ручки{9};фиксатор лезвия{2}"
заклепочники,"длина инструмента{6};max угол поворота головки{5};диаметр заклепок{2};поворотная головка{4};тип{0};материал заклепок{3};ключ в комплекте{7};кол-во сменных насадок{1}"
просекатели,"max расстояние от просечки до края изделия{3};материал чехлов{6};назначение{1};длина просекателя{4};max толщина просекаемого материала{2};чехлы на рукоятках{5}"
труборезы,"храповый механизм{6};кол-во режущих роликов{2};min диаметр трубы{4};материал резцов{7};тип{1};max диаметр трубы{5};материал корпуса{8};материал разрезаемых труб{3}"
"ролики малярные","диаметр внешний{3};система крепления ролика{0};диаметр внутренний{4};материал шубки{1};длина{2}"
"ручки для малярных роликов","длина посадочного стержня{2};возможность использования удлинителя{5};конструкция{0};материал рукоятки{3};диаметр посадки{1};наличие отверстия для подвески{4}"
"прямые (граверы)","диаметр воздухозаборного отверстия{3};расход воздуха{1};диаметр цангового зажима{5};кейс в комплекте{10};скорость холостого хода{4};max диаметр шлифовального круга{6};гибкий вал в комплекте{9};диаметр воздушного шланга{2};рабочее давление{0};диаметр шпинделя{7};вес{8}"
вибрационные,"кейс в комплекте{10};диаметр воздушного шланга{2};регулировка скорости{5};система крепления шлифлиста{8};рабочее давление{0};диаметр воздухозаборного отверстия{3};длина подошвы{6};вес{9};расход воздуха{1};скорость холостого хода{4};ширина подошвы{7}"
эксцентриковые,"диаметр воздушного шланга{3};регулировка скорости{6};кейс в комплекте{9};рабочее давление{1};диаметр воздухозаборного отверстия{4};диаметр подошвы{7};расход воздуха{2};скорость холостого хода{5};вес{8}"
"картушные (штукатурные)","диаметр сопла{4};расположение бачка{7};кейс в комплекте{11};расход воздуха{2};объем бачка{5};диаметр воздушного шланга{8};тип подачи{0};кол-во сопел в комплекте{3};материал бачка{6};размер входного отверстия для воздуха{9};рабочее давление{1}"
"для распыления жидкостей","вес{8};объем бачка{3};диаметр воздушного шланга{6};кейс{9};рабочее давление{1};материал бачка{4};диаметр входного штуцера{7};расход воздуха{2};расположение бачка{5}"
пескоструйные,"диаметр шланг для абразива{10};вес{13};тип подачи вещества{2};диаметр сопла{5};расположение бачка{8};диаметр воздушного шланга{11};кейс{14};рабочее давление{3};объем бачка{6};длина шланга для абразива{9};диаметр входного штуцера{12};тип пистолета{1};расход воздуха{4};материал бачка{7}"
"для герметиков, пен, смазок, защитных покрытий","кейс{7};рабочее давление{1};диаметр входного штуцера{5};объем резервуара{3};расход воздуха{2};вес{6};назначение{0};диаметр воздушного шланга{4}"
"пистолеты для пен, герметиков (силикона)","тип пистолета для герметика{1};материал корпуса/рукоятки{4};насадки в комплекте с пистолетом для пены{7};длина{2};регулятор подачи пены{5};назначение{0};объем тубы{3};тефлоновое покрытие пистолета для пены{6}"
"шлифовальные бруски, терки, губки","ширина рабочей поверхности{3};материал изделия{1};толщина рабочей поверхности{4};тип изделия{0};зернистость{6};материал абразива{5};длина рабочей поверхности{2}"
"оселки (точильные бруски/камни)","форма{1};ширина{3};материал абразива{7};тип{0};толщина{4};длина{2};зернистость{5}"
"кордщетки (щетки зачистные)","материал корпуса/рукоятки{4};кол-во рядов щетины{2};длина{6};тип щетины{0};материал щетины{3};форма щетины{1}"
"рубанки, фуганки, фальцгебели, зензубели","материал обработки{1};ширина ножа/полотна{4};тип режущего элемента{2};материал корпуса{5};тип{0};длина подошвы{3};материал рукоятки{7}"
ключи-трещотки,"длина{3};материал накладки на рукоятке{6};форма{0};размер посадочного квадрата{1};материал изготовления{4};удлинитель{7};кол-во зубьев храпового механизма{2};накладка на рукоятке{5};шарнирный механизм{8}"
ключи-воротки,"длина{2};вид{0};материал изготовления{3};размер посадочного квадрата{1}"
динамометрические,"min усилие затяжки{3};накладка на рукоятке{6};чехол/кейс в комплекте{12};размер посадочного квадрата удлинителя{10};храповый механизм{1};max усилие затяжки{4};торцевые головки в комплекте{11};материал накладки на рукоятке{7};размер посадочного квадрата{2};материал ключа{5};удлинитель в комплекте{8};длина удлинителя{9};тип{0}"
сверла,"тип сверла{3};общая длина{7};материал изготовления{10};твердость материала изготовления{11};тип хвостовика{5};рабочая длина{8};набор{1};покрытие{12};материал обработки{4};диаметр{6};угол заточки{9};кол-во в наборе{2}"
"зубила, пики (пробойники)","вид зубила{3};рабочая длина{6};материал изготовления{10};победитовая напайка{13};кол-во в наборе{1};диаметр рабочей части{7};ширина режущей кромки зубила{8};твёрдость тела{11};тип упаковки{14};тип оснастки{2};общая длина{5};тип хвостовика{9};твёрдость наконечника{12};набор{0};назначение{4}"
"для электро- и пневмолобзиков","назначение{3};длина рабочей части{6};толщина пропила (листовой металл){9};набор{1};обрабатываемый материал{4};шаг зубьев{7};толщина пропила (цветной металл){10};кол-во в наборе{2};общая длина{5};толщина пропила (древесина){8};толщина пропила (металлические трубы/коробы){11}"
"отрезные для УШМ («болгарок»)","max окружная скорость{12};посадочный диаметр{8};толщина режущей кромки/диска{10};материал абразивных частиц{3};твёрдость{5};тип диска{0};внешний диаметр{7};насыщенность алмазной крошкой{11};маркировка абразивного диска{2};связка абразивных частиц{6};обрабатываемый материал{1};высота режущей кромки{9};max обороты вала{13};зернистость{4}"
"зачистные (обдирочные)","материал абразивных частиц{3};связка абразивных частиц{6};толщина{9};обрабатываемый материал{1};зернистость{4};внешний диаметр{7};max обороты вала{11};маркировка{2};твёрдость{5};посадочный диаметр{8};max окружная скорость{10}"
лепестковые,"материал абразивных зёрен{3};посадочный диаметр{6};max обороты вала{10};тип{0};размер абразивных зёрен{4};толщина{8};назначение{1};обрабатываемая поверхность{2};внешний диаметр{5};max окружная скорость{9};ширина лепестка{7}"
"чашки алмазные (фрезы)","тип{0};диаметр посадочного отверстия{3};обрабатываемый материал{1};насыщенность алмазной крошкой{4};диаметр внешний{2}"
"щетки (кордщетки, щетки-крацовки)","применение{3};диаметр щетки{6};max обороты вала{10};набор{0};форма щетки{4};диаметр проволоки{7};материал проволоки{8};кол-во в наборе{1};тип проволоки{5};тип крепления{9};назначение{2}"
"ленточные (ленты замкнутые)","назначение{0};зернистость{3};количество{7};абразивный материал{1};длина{4};основа{2};ширина{5}"
пильные,"угол заточки зубьев{7};диаметр диска{2};ширина пропила{5};форма зубьев{8};тип реза{0};диаметр посадочного отверстия{3};кол-во зубьев{6};max частота оборотов{10};обрабатываемый материал{1};толщина диска{4}"
рулонные,"длина{4};абразивный материал{1};ширина{5};основа{2};назначение{0};зернистость{3}"
листовые,"абразивный материал{7};размер дельтовидной шкурки{6};крепление{14};отверстия для пылеотвода{15};связующий материал{12};назначение{1};длина{4};основа{9};зернистость{8};кол-во отверстий для пылеотвода{16};тип нанесения абразива{13};плотность бумажной основы{11};ширина{5};форма{2};класс бумажной основы{10};кол-во шкурок в упаковке{17};диаметр{3}"
"сетки абразивные","диаметр{3};абразивный материал{6};кол-во в упаковке{1};длина{4};зернистость{7};форма{2};ширина{5};крепление{8}"
"биты, адаптеры (битодержатели)","маркировка «Spline» (шлиц «12-лучевая звезда»){9};маркировка «Phillips» (крестовой шлиц){5};система фиксации бит в адаптере{15};маркировка «Hex» (6-гранный шлиц){7};длина биты{12};кол-во в упаковке{1};материал изготовления{18};вид наконечника биты{3};тип хвостовика адаптера{17};маркировка «Pozidriv» (крестовой с насечками шлиц){6};профиль торцевой головки{10};длина адаптера{16};тип насадки{0};тип адаптера{14};маркировка «Slotted» (прямой шлиц){4};кейс/футляр{19};маркировка «Torx» (шлиц «6-лучевая звезда»){8};размер торцевой головки{11};тип хвостовика биты{13};конфигурация биты{2}"
"коронки, державки, центрирующие сверла","тип хвостовика{12};тип насадки{1};длина державки{11};назначение коронки{4};кол-во твердосплавных резцов{8};упаковка{13};конструкция коронки{5};кол-во коронок{2};диаметр коронки{6};высота вольфрамового напыления{9};доп.данные{14};тип державки{10};тип коронки{3};длина коронки{7}"
"клеевые стержни","вес{6};цвет{2};температура плавления{5};количество{0};диаметр{4};доп.данные{7};рабочий материал{1};длина{3}"
"торцевые головки, переходники, удлинители","внешний квадрат переходника{20};тип хвостовика вставки{12};внешний квадрат удлинителя{24};профиль головки{13};длина головки{17};тип удлинителя{23};кол-во в наборе{1};тип насадки{2};маркировка «Pozidriv» (крестовой с насечками шлиц){7};покрытие рабочей части{28};маркировка «Spline» (шлиц «12-лучевая звезда»){10};хвостовик переходника{21};тип торцевой головки{3};размер «Torx» профиля{16};хвостовик удлинителя{25};размер 6-гранного профиля{14};материал рабочей части{27};маркировка «Slotted» (прямой шлиц){5};вес{29};маркировка «Hex» (6-гранный шлиц){8};тип переходника{19};длина вставки{11};длина переходника{22};вид шлица вставки{4};посадочный размер головки{18};длина удлинителя{26};набор{0};кейс/футляр{30};маркировка «Phillips» (крестовой шлиц){6};размер 12-гранного профиля{15};маркировка «Torx» (шлиц «6-лучевая звезда»){9}"
"магнитные захваты (извлекатели)","max грузоподъемность{2};наличие подсветки{5};тип{0};диаметр магнита{3};наличие зеркала{6};длина{1};вес{4}"
"для ручных ножовок","толщина полотна{6};кол-во зубьев на дюйм{7};вид ножовки{2};обрабатываемый материал{3};кол-во в упаковке{9};ширина полотна{5};длина полотна{4};тип полотна{1};материал полотна{8}"
"скобы для степлеров","длина скобы{5};материал скобы{8};форма скобы{4};тип скобы (общая классификация){2};ширина скобы{6};кол-во скоб в упаковке{9};тип степлера{1};тип скобы (классификация производителя){3};сечение проволоки{7};доп.данные{10}"
"гвозди, шпильки для степлеров","кол-во в упаковке{8};тип крепежа{1};длина{4};ширина шляпки{6};тип гвоздя{2};диаметр/сечение проволоки{5};материал{7};тип степлера{0};тип шпильки{3}"
заклепки,"вид{0};материал изготовления{4};толщина скрепляемых материалов{3};диаметр{1};кол-во в упаковке{6};длина{2};вес{5}"
"венчики (мешалки)","материал{5};диаметр лопасти{2};вес{6};назначение{0};тип хвостовика{3};диаметр хвостовика{4};общая длина{1}"
